Where,lat,lng
Georgia Adairsville,34.3687021,-84.9341093
"United Kingdom Kirtlington, Oxfordshire",51.87349080000001,-1.2749442
Montana Shepherd,45.943568,-108.3423515
Wisconsin Peshtigo,45.05443,-87.7492721
Texas Saginaw,32.8601275,-97.3639068
Washington Steilacoom,47.1698197,-122.6026274
"Germany Hausen, Eichsfeld",51.37983089999999,10.3782404
Germany Spremberg,51.5696303,14.376813
"Germany Nessa, Burgenlandkreis",51.1471542,12.0100205
Alabama Plantersville,32.6567975,-86.9244334
Maryland Germantown,39.1731621,-77.2716502
Nebraska Hemingford,42.3216288,-103.0729757
Georgia Calhoun,34.502587,-84.9510542
Illinois Carlyle,38.6103264,-89.3725796
United Kingdom Vanderbijlpark,-26.7034204,27.8076959
Denmark Nestved,55.224613,11.759207
Denmark Slagelse,55.403692,11.355257
Denmark Allerød,55.8656692,12.3223097
Florida Zephyrhills,28.2336196,-82.18119469999999
"Estonia Kõpu, Viljandimaa",58.3250906,25.3015516
Canada Quebec City,46.8138783,-71.2079809
"United Kingdom Kintra, Fionnphort, Isle of Mull",56.324882,-6.369892
Missouri Franklin,38.3953601,-91.13530200000001
Canada Brownsburg-Chatham,45.676447,-74.404499
California Downey,33.9401088,-118.1331593
Georgia Rome,34.257038,-85.1646726
Georgia Lula,34.3876013,-83.66628539999999
Texas La Porte,29.6657838,-95.0193728
New York Far Rockaway,40.5998931,-73.74484369999999
"United Kingdom Caversham, Berkshire",51.476798,-0.966547
Hawaii Hilo,19.7241106,-155.0868193
Missouri Miller,37.2147751,-93.83993129999999
Texas Corpus Christi,27.8005828,-97.39638099999999
Alabama Huntsville,34.7303688,-86.5861037
United Kingdom Cromer/Norfolk,52.931448,1.301866
"United Kingdom Holywood, Belfast",54.63444699999999,-5.846255699999999
United Kingdom Betws-y-Coed,53.0930858,-3.8010354
Arkansas Summers,35.978619,-94.49138669999999
United Kingdom Levuka,-17.6817232,178.8323025
West Virginia Reedsville,39.5106032,-79.79850859999999
Missouri Ladue (St. Louis),38.6497743,-90.3806725
"United Kingdom Bampton, Oxfordshire",51.723453,-1.549105
Illinois Lake in the Hills,42.18169080000001,-88.33036179999999
United Kingdom Belfast,54.59728500000001,-5.93012
United Kingdom Mansfield,53.147195,-1.198674
United Kingdom Bangor,53.22739,-4.129263
United Kingdom Devon,50.7155591,-3.530875
Latvia ,56.879635,24.603189
Germany Bad Saulgau,48.0147205,9.5002
United Kingdom Bridgend,51.504286,-3.576945
Canada Wicklow,46.5236513,-67.7069398
Norway Steinkjer,64.01501929999999,11.4952627
Kansas Topeka,39.0473451,-95.67515759999999
Puerto Rico Bayamon,18.389396,-66.1653224
Canada Les Méchins,48.998648,-66.980884
New York Holland Patent,43.2417364,-75.2568337
Romania Dej,47.1415878,23.8787342
Netherlands Uden,51.6631071,5.6239227
Romania Târgu Mures,46.5385862,24.5514392
Rhode Island Narragansett,41.4500844,-71.44950299999999
Pennsylvania Oxford,39.785386,-75.9788349
Canada Port Colborne,42.88652039999999,-79.2508558
Canada Hearst,49.6880184,-83.66695519999999
Canada Ripples,45.99359399999999,-66.214832
Australia Brisbane,-27.4697707,153.0251235
United Kingdom Neath,51.656991,-3.805476
New Mexico Tucson,32.1977651,-110.8226848
Illinois Round Lake Beach,42.37168810000001,-88.0900815
Illinois Midlothian,41.6253116,-87.7175491
"Illinois Oregon, IL",42.0147513,-89.3323279
United Kingdom Münster,52.1951975,-1.6074643
"United Kingdom Pontardawe, Swansea",51.72043499999999,-3.853214999999999
Germany Leubsdorf,50.54630969999999,7.288303000000001
New York Auburn,42.9317335,-76.5660529
Canada Mississauga,43.5890452,-79.6441198
Canada Baie-Comeau,49.2212971,-68.1503944
Canada Happy Valley-Goose Bay,53.3016826,-60.3260842
Canada St. Catharines,43.1593745,-79.2468626
Illinois Dixmoor,41.6298973,-87.6609098
Romania Râsnov,45.5746274,25.4540279
"United Kingdom Looe, Cornwall",50.3562269,-4.455232
"United Kingdom Leamington Spa, Warwickshire",52.2851905,-1.5200789
Maryland Potomac,39.0181651,-77.2085914
Illinois Mattoon,39.48308970000001,-88.37282549999999
Wisconsin Madison,43.0730517,-89.4012302
United States Illinois,40.6331249,-89.3985283
"United Kingdom Fleetwood, Lancashire",53.916661,-3.035673
California Tracy,37.7396513,-121.4252227
Pennsylvania Collegeville,40.1856597,-75.451571
France Tarbes,43.23295100000001,0.078082
Germany Unknown,NAN,NAN
Louisiana Many,31.5687848,-93.4840645
Poland Wegorzyno,53.54091,15.55963
Texas Frisco,33.1506744,-96.82361159999999
Illinois Oakland,39.6539235,-88.0261471
Ohio Elida,40.7886618,-84.203839
Massachusetts Bridgewater,41.9903519,-70.9750541
Canada Pinawa,50.1503346,-95.8798382
Louisiana Lockport,29.6460467,-90.5392524
"United Kingdom Cheltenham, Gloucestershire",51.8993855,-2.0782533
Pennsylvania Sharpsville,41.2592225,-80.4720141
Montana Forsyth,46.2630502,-106.6819793
"United Kingdom Saltash, Cornwall",50.40920999999999,-4.21643
California Solvang,34.5958201,-120.1376481
Italy Popoli,42.1695888,13.8332193
Virginia Clifton,38.7801142,-77.3866535
Alabama Decatur,34.6059253,-86.9833417
Tennessee Dyersburg,36.0345159,-89.38562809999999
North Carolina Lenoir,35.9140196,-81.5389849
Indiana Hammond,41.5833688,-87.5000412
Massachusetts Hopkinton,42.22869540000001,-71.5225646
Canada Ottawa,45.4215296,-75.69719309999999
United Kingdom Plymouth (Devonshire),50.3754565,-4.1426565
United Kingdom Wigan (Greater Manchester),53.5450645,-2.6325074
Canada Hanmer,46.652064,-80.9463083
Canada Campbelltown,44.217245,-78.232664
United Kingdom King's Lynn (Norfolk),52.7516798,0.4022963000000001
United Kingdom Solihull,52.411811,-1.77761
Denmark København-Brønshøj,55.7038746,12.4992189
Denmark Karlebo,55.91940899999999,12.411821
Denmark Roskilde,55.64191,12.087845
Netherlands Druten-Pulfijk,51.8940837,5.5942725
United Kingdom Sydney,-33.868669,151.2090347
United Kingdom Essex,51.57424469999999,0.4856781
Canada Truro (or Upper Musquodoboit),45.3455405,-63.29409680000001
Canada Mount Uniacke,44.8951877,-63.8321123
Canada Baie Verte,49.9392654,-56.1907286
"United Kingdom High Wycombe, Buckinghamshire",51.628611,-0.7482289999999999
"United Kingdom Kingsthorpe, Northamptonshire",52.2608183,-0.9042977
"United Kingdom Telford, Shropshire",52.678419,-2.445258
Canada Scarborough,43.7764258,-79.2317521
Canada Keswick,44.2266889,-79.453512
Denmark Randers,56.460584,10.036539
Denmark Glamsbjerg,55.27769000000001,10.1073409
United Kingdom Epping (Essex),51.700328,0.108655
Australia Armidale,-30.5015616,151.6661993
United Kingdom Southampton,50.90970040000001,-1.4043509
France Castres/departament Tarn/,43.606214,2.241295
United Kingdom Lamjung district of western Nepal,28.2765491,84.3542049
"United Kingdom Westport, County Mayo",53.80213070000001,-9.514346699999999
Spain Mieres,43.2497264,-5.778528199999999
Spain Vigo,42.24059889999999,-8.7207268
United Kingdom Khotang district,27.2317177,86.8220341
Kentucky Dry Ridge,38.6820122,-84.5899426
New York Pleasant Valley,41.7445382,-73.8212439
Illinois Bartlett,41.9950276,-88.1856301
California Santa Ana,33.7454725,-117.867653
Nebraska Scottsbluff,41.8666341,-103.6671662
Germany Landstuhl,49.41414640000001,7.570905199999999
Germany Biesenthal,52.7652428,13.6449583
Washington Camano Island,48.17398619999999,-122.5282138
Illinois Beach Park,42.4222435,-87.85729549999999
United Kingdom Coleshill,52.499599,-1.706495
Florida Baker,30.7971318,-86.681344
Massachusetts Danvers,42.5750009,-70.93212199999999
Texas Center,30.2761198,-97.7453173
New Hampshire Franklin,43.4442432,-71.6472988
West Virginia Maysel,38.4859334,-81.11261019999999
Illinois Round Lake,42.353355,-88.0934145
Florida Bradenton,27.4989278,-82.5748194
Italy San Pietro Vernotico,40.4875119,17.9967285
California Crescent City,41.7557501,-124.2025913
Georgia Duluth,34.0028786,-84.1446376
Iowa Walcott,41.585543,-90.7743819
Oregon North Bend,43.4065012,-124.2242803
Oklahoma Haworth,33.8465003,-94.6527114
New York Newburgh,41.5034271,-74.0104178
United Kingdom Aveley,51.499018,0.2519159
"United Kingdom Clayton-Le-Moors, Lancashire",53.778598,-2.385428
North Carolina Chocowinity,35.5126631,-77.1005091
Pennsylvania Gibsonia,40.6300567,-79.9703318
Michigan Flushing,43.0630833,-83.8510732
Michigan Armada,42.8441964,-82.8843722
Maryland Randallstown,39.3673278,-76.79525249999999
Washington Arlington,48.1987118,-122.1251418
Washington Bothell,47.76011099999999,-122.2054452
Netherlands Berkelland,52.11350359999999,6.5203603
Pennsylvania Littlestown,39.744544,-77.0880385
California San Juan Capistrano,33.5019027,-117.6627655
United Kingdom County Cavan,53.9765424,-7.2996623
Canada Winnipeg,49.895136,-97.13837439999999
Canada Windsor,42.3149367,-83.03636329999999
Michigan Weidman,43.6875278,-84.9689133
North Carolina Lexington,35.8240265,-80.2533838
Germany Zweibrücken,49.2450528,7.3634022
Oregon Beaverton,45.4888761,-122.8013771
Minnesota Roseau,48.8460926,-95.762766
Canada Campbell River,50.03312260000001,-125.2733353
Maryland Rising Sun,39.6978871,-76.06272659999999
Canada Leoville,53.63275429999999,-107.5541529
Canada Hamilton,43.2557206,-79.8711024
Poland Górzno,53.1980031,19.6444061
Poland Debica,50.0516417,21.4116964
Louisiana Marrero,29.8993723,-90.1003506
Poland Nasielsk,52.58991,20.80568
France Hauts de Seine,48.828508,2.2188068
United Kingdom Ayrshire,55.458564,-4.629179000000001
France Ouv,48.8292519,2.3772983
France Cambounet-on-Sor,43.577056,2.113502
France Couthures-sur-Garonne,44.513728,0.077539
France Montévrain,48.874927,2.745977
France Hautes-Alpes,44.6008723,6.322607199999999
France Castres,43.606214,2.241295
Michigan Sturgis,41.799217,-85.41914820000001
Virginia Oxford,33.609798,-85.82365039999999
Massachusetts Somerville,42.3875968,-71.0994968
California Grover Beach,35.1216424,-120.6212821
Canada Legal,43.7753547,-79.5239782
Texas Daingerfield,33.031793,-94.7218731
Guam Agat,13.3672688,144.6643482
Virgin Islands St. Croix,17.7245968,-64.83479919999999
West Virginia Charleston,38.3498195,-81.6326234
Pennsylvania ,41.2033216,-77.1945247
Kansas Leavenworth,39.3111112,-94.9224637
Maryland Great Mills,38.2616086,-76.49679189999999
United Kingdom Basingstoke,51.26654,-1.0923964
Denmark Nørresundby,57.059299,9.935725
California Clearlake,38.9582307,-122.6263728
Wisconsin Onalaska,43.8844092,-91.23513930000001
Canada Kelvington,52.16652329999999,-103.5293345
New Jersey Woodlynne,39.916311,-75.094695
Washington Seattle,47.6062095,-122.3320708
Hawaii ,19.8967662,-155.5827818
North Carolina Haw River,36.091526,-79.36418619999999
Georgia Jasper,34.4695524,-84.4289888
Georgia Snellville,33.857328,-84.0199108
Tennessee Clinton,36.1034126,-84.1318632
Kentucky Morganfield,37.6833776,-87.9166915
Missouri Florissant,38.789217,-90.322614
Georgia Jonesboro,33.5215013,-84.3538128
Hungary Magyarkereszturon,47.5200063,17.1660121
Guam Hagatna,13.4762824,144.7502228
Guam Dededo,13.5452512,144.851121
Pennsylvania Wilkes Barre,41.2459149,-75.88130749999999
Australia Perth,-31.9505269,115.8604572
Canada Montreal,45.5016889,-73.567256
South Dakota Sioux Falls,43.5473028,-96.728333
California Imperial Beach,32.5839444,-117.1130849
Massachusetts Ashland,42.2612067,-71.4633956
Puerto Rico Naranjito,18.3007861,-66.2448904
"United Kingdom Chatham, Kent",51.380952,0.52213
Indiana Goshen,41.5822716,-85.8344383
Michigan Livonia,42.36837,-83.35270969999999
New York Poughkeepsie,41.7003713,-73.9209701
Florida Labelle,26.7617322,-81.4384092
New York Greenlawn,40.8689871,-73.36511850000001
New York Queens,40.7282239,-73.7948516
Massachusetts Revere,42.4084302,-71.0119948
Arizona Fort Mohave,35.0224848,-114.5892703
Poland Jelenia Góra,50.9044171,15.7193616
Indiana Bryant,40.5333789,-84.96385640000001
California Hemet,33.7475203,-116.9719684
United Kingdom Burscough,53.591359,-2.852196
Missouri Fenton,38.5126456,-90.4429881
Indiana Richmond,39.8289369,-84.8902382
Illinois Bensenville,41.9550296,-87.94006569999999
"United Kingdom Staines, Middlesex",51.43148,-0.515525
Hungary ,47.162494,19.5033041
Canada Penticton,49.4991381,-119.5937077
"United Kingdom Uckfield, East Sussex",50.966414,0.09591300000000001
Alabama ,32.3182314,-86.902298
Florida Fort Pierce,27.4467056,-80.3256056
Pennsylvania Wind Gap,40.8481509,-75.2915694
Canada Brantford,43.1393867,-80.2644254
Missouri Lebanon,37.6805967,-92.6637865
Washington Battleground,45.7807959,-122.5477298
California West Covina,34.0686208,-117.9389526
California Santa Rosa,38.440429,-122.7140548
United Kingdom Oxford,51.7520209,-1.2577263
Lithuania ,55.169438,23.881275
Pennsylvania Pittston,41.3259134,-75.78936039999999
United Kingdom Tyneside,55.0182399,-1.4858436
Mississippi Eupora,33.5406769,-89.2670124
Georgia Barnesville,33.0545709,-84.15574950000001
Pennsylvania Zelienople,40.7945096,-80.1367271
Arizona Parker,34.1500162,-114.2891177
Kentucky Greenup,38.5731349,-82.83016769999999
New Mexico Farmington,36.72805830000001,-108.2186856
Czech Republic Hluk,48.98811930000001,17.5266882
California Ramona,33.04136039999999,-116.8792553
California Lafayette,37.8857582,-122.1180201
"Australia Broken Hill, New South Wales",-31.9539135,141.4539396
United Kingdom Grimsby,53.567471,-0.080784
Netherlands Nijmegen,51.8448837,5.842828099999999
Netherlands Usselo,52.2041226,6.8249887
Arkansas Rogers,36.3320196,-94.1185366
Poland Golczewo,53.82418999999999,14.9782699
Canada Gatineau,45.4765446,-75.7012723
Maine Old Town,44.9342349,-68.6453092
Denmark Vodskov,57.108387,10.027154
United Kingdom Ferndown in Dorset,50.807364,-1.899776
Denmark Tåstrup,55.6460162,12.2979366
Washington Lake Stevens,48.01509799999999,-122.0637425
New Jersey Holmden,40.3451095,-74.18403219999999
Romania Piscu,44.7357845,26.0722308
North Carolina Detroit,35.6188129,-80.8159012
Denmark Odense,55.40375599999999,10.40237
Denmark Oksbøl,55.6280388,8.2801861
Czech Republic Malá Losenice,49.59992769999999,15.7966037
Canada Lake Lynn,56.850343,-101.0538071
Maryland Millersville,39.0574783,-76.64858219999999
Canada Matane,48.8445157,-67.5305758
California Hornbrook,41.9101394,-122.5558584
California Sonora,37.9829496,-120.3821724
New Jersey Milltown,40.4562164,-74.4432073
Poland Zabnica,49.5808694,19.1567617
Poland Sulechów,52.0831645,15.6253179
Denmark Oppe Sundby,55.820069,12.090408
United Kingdom Scarborough,54.283113,-0.399752
Italy Carinola /provincia Ceserta/,41.1888063,13.9767435
Georgia Norcross,33.9412127,-84.2135309
Minnesota Granite Falls,44.8099575,-95.5455752
Iowa Iowa City,41.6611277,-91.5301683
Canada St-George-de-Beauce,46.1229184,-70.670352
Canada Alma,48.5504607,-71.6527704
Pennsylvania Wilcox,41.5751089,-78.68775839999999
Ohio Chagrin Falls,41.4298516,-81.3910999
"Canada Alexandria, Egypt",31.2000924,29.9187387
South Carolina Wellford,34.95095209999999,-82.1059416
Kentucky Woodburn,36.8425406,-86.52749399999999
California Sanger,36.708006,-119.5559652
Louisiana Crowley,30.2140928,-92.3745761
South Dakota Eagle Butte,44.9886537,-101.2224805
United Kingdom Stockton-on-Tees,54.5704551,-1.3289821
Italy Lecce,40.3515155,18.1750161
Portugal Vila Nova de Gaia,41.1238759,-8.611785099999999
Canada Pont-Rouge,46.7562377,-71.69843159999999
Canada Riviere-Rouge,46.4099419,-74.8702958
Arkansas Hot Spring,34.5037004,-93.0551795
Iowa Callender,42.36169779999999,-94.29528649999999
Michigan Troy,42.6064095,-83.1497751
Pennsylvania McKees Rocks,40.4656244,-80.0656106
United Kingdom Bexley,51.4519021,0.1171786
Michigan Swartz Creek,42.9572508,-83.8305144
California Torrance,33.8358492,-118.3406288
California Walnut Creek,37.9100783,-122.0651819
Kansas Parker,37.0682805,-95.6142558
Norway Stange,60.7175373,11.1936701
Netherlands Epe,52.34501729999999,5.9836544
Washington Bremerton,47.5650067,-122.6269768
South Carolina Marion,34.178216,-79.4006069
New York Queens Village,40.7156628,-73.7419017
Oregon Ontario,44.0265525,-116.9629378
Utah West Jordan,40.6096698,-111.9391031
South Carolina Latta,34.3371047,-79.4311616
Australia Liverpool,-33.9285567,150.9179595
Florida Orange City,28.9488761,-81.2986741
Italy Campania,41.10994729999999,14.8475139
Texas Lubbock,33.5778631,-101.8551665
Denmark Vilsund,56.84922,8.626877499999999
Denmark Vajle,55.7113112,9.536354
California Cameron Park,38.6687929,-120.9871643
Colorado Littleton,39.613321,-105.0166498
Nebraska Spalding,41.6889002,-98.36340399999999
Spain Guayaquil,-2.1720993,-79.90992659999999
Spain Alange,38.7858797,-6.2442321
Michigan Levering,45.6358445,-84.78699399999999
France Vains (Manche),48.68204799999999,-1.412661
United Kingdom Johan Botha,NAN,NAN
Romania Gaesti,44.719706,25.3162139
United Kingdom Chesterfield,53.235048,-1.421629
California Martinez,38.0193657,-122.1341321
Guam Agana,13.4762824,144.7502228
Pennsylvania Mount Holly Springs,40.1184235,-77.18998169999999
Pennsylvania Peckville,41.4800379,-75.5774983
Virginia Maurertown,38.9296951,-78.463796
Massachusetts Quincy,42.2528772,-71.0022705
Netherlands Saint Annaparochie,53.2764463,5.6570979
Iowa Ankeny,41.7317884,-93.6001278
Ohio Rossford,41.6097726,-83.5643781
Canada Weedon,45.70000460000001,-71.46135869999999
Canada Longueuil,45.5369442,-73.51071309999999
Germany Baden-Baden,48.76564,8.228524199999999
Germany Leinburg,49.4512851,11.3066283
Germany Karlsruhe,49.0068901,8.4036527
Oklahoma Madill,34.0903751,-96.7716691
Texas Farmers Branch,32.9265137,-96.89611509999999
"United Kingdom Dagenham, Essex",51.53888999999999,0.14743
Mississippi Liberty,31.1582312,-90.8123243
"United Kingdom Newbald, Yorkshire",53.827689,-0.5964655999999999
"United Kingdom Rolands Gill, Gateshead",54.924707,-1.74265
Indiana Martinsville,39.42782529999999,-86.4283279
Texas Llano,30.75934519999999,-98.67503789999999
"United Kingdom East Dereham, Norfolk",52.68161800000001,0.937827
Norway Rørvik,64.8620756,11.2373374
Alaska Copper Center,61.955,-145.3052778
Idaho Twin Falls,42.5558381,-114.4700518
Florida Dania Beach,26.052311,-80.1439343
Colorado Coaldale,38.36555329999999,-105.7577836
Michigan Ortonville,42.8522506,-83.4430002
North Carolina Cleveland,35.7331953,-80.6770111
Canada Clearwater,51.6510712,-120.0381726
Canada Abbotsford,49.0504377,-122.3044697
Canada Iqaluit,63.74669300000001,-68.5169669
Canada Kingston,44.2311717,-76.4859544
"United Kingdom Ashford, Kent",51.1464659,0.875019
"United Kingdom Ripley, Derbyshire",53.05281900000001,-1.405792
"United States Washington, D.C.",38.9071923,-77.0368707
Canada Springdale,49.49749,-56.0729969
Netherlands Duiven,51.9474576,6.0179496
Illinois North Henderson,41.0892036,-90.47540959999999
Louisiana Lake Charles,30.2265949,-93.2173758
Oregon Hillsboro,45.514913,-122.9392109
Indiana Clinton,39.6569817,-87.3980741
Pennsylvania Smithfield,39.8031324,-79.80782889999999
Canada Bowmanville,43.9126042,-78.688019
Kentucky Fort Campbell,36.6634467,-87.47739020000002
Illinois New Lenox,41.5119761,-87.9656098
Alabama Sylacauga,33.1731716,-86.2516406
Canada Burlington,43.3255196,-79.7990319
North Carolina Lake Toxaway,35.1323223,-82.9340266
Alabama Valley,32.8187406,-85.1793852
Utah South Jordan,40.5621704,-111.929658
Missouri Middleton,39.1269856,-91.4140448
Nevada Carson City,39.1637984,-119.7674034
"United Kingdom Gorleston, Norfolk",52.570645,1.734211
United Kingdom Tipton,52.52625,-2.066058
Canada Orangeville,43.9199788,-80.0943113
North Carolina Moravian Falls,36.09679819999999,-81.1823072
Florida Defuniak Springs,30.7210227,-86.11521839999999
Missouri ,37.9642529,-91.8318334
Texas Sugar Land,29.5984434,-95.6225521
United Kingdom Newcastle-upon-Tyne,54.978252,-1.61778
West Virginia Morgantown,39.629526,-79.95589679999999
Tennessee Monterey,36.1475642,-85.2683021
Canada Listowel,43.7334165,-80.95146980000001
Washington Auburn,47.30732279999999,-122.2284532
Tennessee Tullahoma,35.3620235,-86.20943419999999
Maryland Hyattsville,38.9559442,-76.9455301
Canada Newcastle,43.9177731,-78.5874846
Canada Geary,45.7523098,-66.4780246
Canada St-John's,47.5615096,-52.7125768
Canada Dartmouth,44.7000282,-63.5579269
Canada Perth-Andover,46.7458117,-67.6977721
Canada Saint John,45.2733153,-66.06330799999999
Canada Brampton,43.7315479,-79.7624177
Minnesota Inver Grove Heights,44.8480218,-93.04271530000001
Maine Bangor,44.8016128,-68.7712257
Maine Casco,43.969246,-70.5211945
California San Jacinto,33.7839084,-116.958635
"United Kingdom Ascot, Berkshire",51.4062365,-0.6755624
Canada New Glascow,45.5871702,-62.6451191
Guam Barrigada,13.4707657,144.8181305
United Kingdom Lancashire,53.7632254,-2.7044052
South Korea ,35.907757,127.766922
"United Kingdom Crawley, East Sussex",51.1117115,-0.1886755
United Kingdom Chorley,53.653511,-2.632596
"Spain Nodar, Lugo",43.0710357,-7.853625399999999
Oklahoma Poteau,35.0537094,-94.6235579
New Jersey ,40.0583238,-74.4056612
Colorado Fort Carson,38.7421321,-104.7920877
Illinois Edwardsville,38.8114364,-89.95315699999999
California Roseville,38.7521235,-121.2880059
Iowa Reinbeck,42.323597,-92.5993615
Arizona ,34.0489281,-111.0937311
Kentucky Lawrenceburg,38.0372967,-84.8966171
"United Kingdom Immingham, Lincolnshire",53.614012,-0.215913
United Kingdom East London,51.5073509,-0.1277583
United Kingdom Durban,-29.86059,31.02574
Connecticut Eastford,41.9020418,-72.0797979
"United Kingdom Caterham, Surrey",51.28029600000001,-0.08161589999999999
"United Kingdom Melton Mowbray, Leicestershire",52.766404,-0.887126
Texas Bonham,33.5773275,-96.1783111
California Phelan,34.426288,-117.5725628
"Canada Bouctouche, New Brunswick",46.47227609999999,-64.7242645
"Canada Niagara Falls, Ontario",43.0895577,-79.0849436
Maine Shapleigh,43.5406359,-70.8481164
Utah Hurricane,37.1752607,-113.2899484
North Dakota Mandaree,47.72917899999999,-102.6760243
Michigan Charlevoix,45.3180632,-85.2584004
Kansas Fort Riley,NAN,NAN
Florida Cocoa Beach,28.3200067,-80.6075513
Canada London,42.9849233,-81.2452768
Canada South Branch,47.9166669,-59.03333300000001
Canada Owen Sound,44.5690305,-80.9405602
Canada Shuniah,48.671288,-88.66504789999999
Italy Imperia,43.8896857,8.039517
Canada McKerrow,46.28602799999999,-81.75323
Canada Espanola,46.2657181,-81.771057
Canada Dalmeny,52.3412398,-106.7716397
Kansas Mayetta,39.3391585,-95.7227399
Michigan Ironwood,46.4546698,-90.1710081
Oregon Troutdale,45.5407696,-122.3906213
American Samoa Nuuli,-14.3106025,-170.7131255
Oregon The Dalles,45.5945645,-121.1786823
"United Kingdom Bearley, Warwickshire",52.2432515,-1.7343381
United Kingdom Cape Town,-33.9199705,18.4235332
"United Kingdom Clydebank, Dunbartonshire",55.900099,-4.404774
Canada Mount Pearl,47.52064070000001,-52.8076818
Canada Port Lambton,42.6567549,-82.506379
Canada Waskatenau,54.0931722,-112.7865327
Canada Truro,45.3657733,-63.28694069999999
"United Kingdom Amersham, Bucks",51.6755179,-0.6072409999999999
United Kingdom Wadhurst in East Sussex,51.061756,0.33802
"United Kingdom Hazlemere, Buckinghamshire",51.651046,-0.710842
United Kingdom Bridgewater,51.127889,-3.003632
United Kingdom Tankerton in Kent,51.3640038,1.0444684
United Kingdom Clatterbridge,53.3295778,-3.0217109
"United Kingdom Redruth, Cornwall",50.233022,-5.226666
"United Kingdom Collingham, Notts",53.14687,-0.759612
United Kingdom Cambridgeshire,52.2052973,0.1218195
United Kingdom Fiji,-18.1169364,178.43959
Netherlands Veghel,51.6157885,5.5392399
"United Kingdom Salisbury, Wiltshire",51.068785,-1.794472
France Marseilles,43.296482,5.36978
Canada Raymore,51.40823,-104.528553
"United Kingdom Ripon, North Yorks",54.1361346,-1.5237756
Colorado Montrose,38.4783198,-107.8761738
Kansas Hiawatha,39.8525033,-95.53581559999999
"United Kingdom Washington, Tyne and Wear",54.89743199999999,-1.517366
Ohio Huber Heights,39.843947,-84.12466080000002
Canada Comox,49.6735133,-124.9282659
Maine Wiscasset,44.0028921,-69.665583
"United Kingdom Blidworth, Nottinghamshire",53.097907,-1.115293
"Canada Edson, Alta",53.5850776,-116.433688
Canada Burgeo,47.613413,-57.610491
Canada Regina,50.4452112,-104.6188943
United Kingdom Windsor,51.4817279,-0.613576
United Kingdom Surrey,51.31475930000001,-0.5599501
Tennessee Lewisburg,35.4492404,-86.7888887
Pennsylvania Brownsville,40.0236854,-79.8839357
New Jersey Fort Dix,40.0298354,-74.61849
Canada Thunder Bay,48.3808951,-89.2476823
Indiana Rochester,41.0647645,-86.2158331
"United Kingdom South Shields, Tyne and Wear",54.999424,-1.427406
Tennessee Milan,35.9197885,-88.7589488
United Kingdom Ulster,54.7616555,-6.9612273
Maryland Gaithersburg,39.1439689,-77.2016062
Pennsylvania Bradford,41.9564953,-78.649163
Missouri Saint Joseph,39.7674578,-94.84668099999999
Maryland Severn,39.1370528,-76.6983022
Wisconsin Ladysmith,45.4630231,-91.10403579999999
Massachusetts Raynham,41.9487077,-71.0731162
Washington ,47.7510741,-120.7401385
Maine Falmouth,43.7435343,-70.2601759
New Hampshire Henniker,43.1798323,-71.82228719999999
Wyoming Wheatland,42.0544141,-104.9527501
United Kingdom St Albans,51.752725,-0.339436
California Watsonville,36.910231,-121.7568946
North Dakota Larimore,47.90665689999999,-97.6267539
"France Pradines, Lot",44.477871,1.403533
"France Halluin, Nord",50.782824,3.127845
France Pau - Pyrenees Atlantiques,43.2951,-0.370797
Italy Verona,45.43838419999999,10.9916215
North Carolina Lewisville,36.0970819,-80.4192216
Texas Utopia,29.6152274,-99.5269926
New York Hamburg,42.7158927,-78.8294768
Illinois ,40.6331249,-89.3985283
Texas ,31.9685988,-99.9018131
Florida ,27.6648274,-81.5157535
Italy Sora (Frosinone),41.7188539,13.6130491
Massachusetts Worcester,42.2625932,-71.8022934
Canada Toronto,43.653226,-79.3831843
Canada Victoria,48.4284207,-123.3656444
Canada Gananoque,44.330618,-76.161864
Kentucky Fairdale,38.1050689,-85.7588502
Vermont Tunbridge/Norwich,43.9198761,-72.4782827
United Kingdom Newberry,51.401409,-1.3231139
Wisconsin Sauk City,43.2708225,-89.722067
North Carolina Mount Airy,36.4993007,-80.6072858
Indiana Fairmount,40.4153179,-85.6505317
North Carolina Burnsville,35.9173357,-82.300961
Canada Grande Prairie,55.17071259999999,-118.7884464
France Commune of Arue,44.060299,-0.350082
Canada Bridgewater,44.3721167,-64.5208798
California Pico Rivera,33.9830688,-118.096735
Pennsylvania Hummelstown,40.2653681,-76.7083033
Ohio Broadview Heights,41.3139426,-81.6851271
Pennsylvania Gettysburg,39.8309293,-77.2310955
Louisiana Erath,29.9582611,-92.0359562
Mississippi Long Beach,30.35047509999999,-89.15281759999999
Pennsylvania Newton Square,39.9868904,-75.4007058
New York Ogdensburg,44.6942291,-75.48633640000001
Massachusetts Suffolk,42.3522866,-71.0504229
Illinois Belleville,38.5200504,-89.9839935
New Hampshire Hampstead,42.87448819999999,-71.1809803
Pennsylvania New Kingstown,40.2331442,-77.0797005
Louisiana Ferriday,31.6301664,-91.5545649
New York Hilton,40.7622481,-73.97919
Oklahoma Jenks,36.0228734,-95.9683278
Kentucky Stanton,37.8456373,-83.85825249999999
Sweden Plunder,NAN,NAN
Canada Eastern Passage,44.6164433,-63.4748813
California Mount Shasta,41.3098746,-122.3105666
Georgia Dahlonega,34.5261465,-83.9843953
Portugal ,39.39987199999999,-8.224454
